current full name without authority,Endemicity_level,Growth Form,Growth Form_1,Growth Form_2,Raunkier_life_form,Height_max (m),Clonality,Photosynthetic pathway,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Laminar Unit Area (mm2),1_Nutrient_uptake_strategy,1_Dispersal_mode,Fruit_type,Fruit_functional_type,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Seed_mass (g),1_Pollination_syndrome,Sex habit,References,regen_strategy,plant_height_unique,seed_mass_unique,leaf_length_min_unique,leaf_length_max_unique,leaf_width_min_unique,leaf_width_max_unique
Sporobolus natalensis,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,250,500,2,4,simple,675,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.7,0.8,NA,NA,2.1e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,1.5,0.21,250,500,2,4
Sporobolus pulchellus,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,0.4,not_vegetative,C4,10,100,0.5,2.5,simple,49.5,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.6,0.8,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Sporobolus pyramidalis,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.7,not_vegetative,C4,200,700,3,10,simple,1755,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.8,1,NA,NA,1.6e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,1.7,0.16,200,700,2.5,10
Sporobolus scabridus,Queensland,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C4,60,140,2,6,simple,240,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.55,0.7,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Sporobolus sessilis,Australia,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,70,250,0.5,4,simple,216,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.8,1,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Sporobolus virginicus,Cosmopolitan,Tussock,Short Basal,NA,Hemicryophyte,0.5,vegetative,C4,20,130,1,4,simple,112.5,arbuscular mycorrhiza,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.7,0.9,NA,NA,2.2e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC/Wang & Qiu 2006,Clonal below ground Clonal above ground,NA,0.22,NA,NA,NA,NA
Steinchisma laxa,NA,Tussock,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,no obvious special uptake strategy,NA,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotaphrum micranthum,Cosmopolitan,Tussock,Short Basal,NA,Therophyte Hemicryophyte,0.3,vegetative,C4,30,120,4,15,simple,427.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,NA,NA,NA,NA,NA,NA
Stenotaphrum secundatum,Cosmopolitan,Tussock,Short Basal,NA,Hemicryophyte,0.4,vegetative,C4,20,150,4,15,simple,484.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,0.4,NA,20,150,4,15
Thaumastochloa brassii,Australia,Tussock,NA,NA,Therophyte,0.35,not_vegetative,C4,10,30,3,3,simple,36,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Thaumastochloa major,Cosmopolitan,Tussock,NA,NA,Therophyte,0.35,not_vegetative,C4,20,120,1.5,5.5,simple,147,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.3,NA,NA,NA,Wind,hermaphrodite,GrassBase/AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Thaumastochloa monilifera,Australia,Tussock,NA,NA,Therophyte,0.7,not_vegetative,C4,40,110,2,5,simple,157.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Thaumastochloa pubescens,Australia,Tussock,NA,NA,Therophyte,0.3,not_vegetative,C4,20,90,1.5,4,simple,90.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Thaumastochloa rariflora,Cosmopolitan,Tussock,NA,NA,Therophyte,0.6,not_vegetative,C4,20,100,2,4,simple,108,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Thaumastochloa sp. (Morehead River J.R.Clarkson+ 8086),Queensland,Tussock,NA,NA,NA,NA,not_vegetative,C4,NA,NA,NA,NA,simple,NA,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA
Thaumastochloa x heteromorpha,Queensland,Tussock,NA,NA,Therophyte,0.55,not_vegetative,C4,15,80,1,2,simple,42.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,0.55,NA,15,80,1,2
Thellungia advena,Australia,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,100,300,2,5,simple,420,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Themeda arguens,Cosmopolitan,Tussock,NA,NA,Therophyte,3,not_vegetative,C4,50,300,4,7,simple,577.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Themeda avenacea,Australia,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,C4,150,1000,1,1.5,simple,431.25,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Themeda intermedia,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,5,not_vegetative,C4,400,1000,4,15,simple,3990,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Themeda quadrivalvis,Cosmopolitan,Tussock,NA,NA,Therophyte,2,not_vegetative,C4,70,600,1,6,simple,703.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,1.8e-4,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/ePIC,NA,NA,0.18,70,600,1,6
Themeda triandra,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,C4,100,300,1,8,simple,540,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.0029,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,NA,2.9,NA,NA,NA,NA
Thuarea involuta,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.25,not_vegetative,C4,15,70,3,10,simple,165.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious gynomonoecious monoecious,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Thyridolepis mitchelliana,Australia,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C3,10,60,3,5,simple,84,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00207,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/ePIC,NA,NA,2.07,NA,NA,NA,NA
Thyridolepis xerophila,Australia,Tussock,NA,NA,Hemicryophyte,0.7,not_vegetative,C3,15,90,1,4,simple,78.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Tragus australianus,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,0.43,not_vegetative,C4,20,60,2.5,6,simple,102,no obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.2,2.1,NA,NA,6.1e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,NA,0.61,NA,NA,NA,NA
Triodia,NA,Tussock,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,NA,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triodia bitextura,Australia,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,C4,100,450,0.5,0.7,simple,99,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Triodia claytonii,Australia,Tussock,NA,NA,Hemicryophyte,0.9,not_vegetative,C4,100,250,1,2,simple,157.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,GrassBase/Watson & Dallwitz 1992/APNI,NA,0.9,NA,NA,250,1,NA
Triodia longiceps,Australia,Tussock,NA,NA,Hemicryophyte,2.5,vegetative,C4,100,250,0.9,1.3,simple,115.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,NA,NA,NA,NA,NA,NA
Triodia microstachya,Australia,Tussock,NA,NA,Hemicryophyte,2.5,vegetative,C4,NA,600,0.5,4.5,simple,900,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,NA,NA,NA,600,NA,4.5
Triodia mitchellii,Australia,Tussock,NA,NA,Hemicryophyte,2,vegetative,C4,300,600,0.7,3.5,simple,567,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00219,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,Clonal above ground,NA,2.19,NA,NA,NA,NA
Triodia pungens,Australia,Tussock,NA,NA,Hemicryophyte,2.3,vegetative,C4,NA,340,0.8,1.2,simple,204,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,NA,NA,NA,NA,NA,NA
Triodia stenostachya,Australia,Tussock,NA,NA,Hemicryophyte,2,vegetative,C4,NA,400,0.6,1.3,simple,228,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,Clonal above ground,NA,NA,NA,NA,NA,NA
Triodia triaristata,Australia,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,200,450,0.8,1.2,simple,195,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Tripogon loliiformis,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,0.55,not_vegetative,C4,10,75,0.5,1.3,simple,22.95,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1,2.2,NA,NA,7e-5,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,NA,0.07,NA,NA,NA,NA
Triraphis mollis,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,1.2,not_vegetative,C4,50,500,1,4,simple,412.5,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2,2.5,NA,NA,1.7e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC/Wang & Qiu 2006,NA,1.2,0.17,NA,NA,NA,NA
Uranthoecium truncatum,Australia,Tussock,NA,NA,Therophyte,0.45,not_vegetative,C4,40,150,2,5,simple,199.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00196,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,NA,1.96,NA,NA,NA,NA
Urochloa,NA,Tussock,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,NA,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urochloa atrisola,Australia,Tussock,NA,NA,Therophyte,0.6,not_vegetative,C4,30,150,4,10,simple,378,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Urochloa brizantha,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,C4,30,150,3,20,simple,621,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00489,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,2,4.89,30,150,3,20
Urochloa decumbens,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.5,vegetative,C4,50,200,7,15,simple,825,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.003471,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,Clonal above ground,1.5,3.471,50,200,7,15
Urochloa distachya,Cosmopolitan,Tussock,Short Basal,NA,Therophyte Hemicryophyte,0.2,vegetative,C4,18,120,3,9,simple,248.4,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/ePIC,Clonal above ground,NA,NA,NA,NA,NA,NA
Urochloa foliosa,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.9,vegetative,C4,40,190,4,22,simple,897,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,NA,NA,NA,NA,NA
Urochloa gilesii,Australia,Tussock,NA,NA,Therophyte,0.4,not_vegetative,C4,20,100,3,13,simple,288,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,0.4,NA,20,100,3,13
Urochloa holosericea,Cosmopolitan,Tussock,NA,NA,Therophyte,0.7,not_vegetative,C4,10,80,2,7,simple,121.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.25,1.5,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,0.7,NA,10,80,2,7
Urochloa holosericea subsp. holosericea,Cosmopolitan,Tussock,NA,NA,Therophyte,0.7,not_vegetative,C4,10,80,2,7,simple,121.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.25,1.5,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,0.7,NA,10,80,2,7
Urochloa holosericea subsp. velutina,Cosmopolitan,Tussock,NA,NA,Therophyte,0.7,not_vegetative,C4,10,80,2,7,simple,121.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.25,1.5,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Urochloa humidicola,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,vegetative,C4,40,200,3,10,simple,468,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,Clonal above ground,1,NA,40,200,3,10
Urochloa kurzii,Cosmopolitan,Tussock,NA,NA,Therophyte,0.6,vegetative,C4,20,80,2,18,simple,300,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,NA,NA,NA,NA,NA,NA
Urochloa mosambicensis,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.5,vegetative,C4,20,300,3,20,simple,1104,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.0014,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,Clonal above ground,1.5,1.4,20,300,3,20
Urochloa mutica,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.25,vegetative,C4,60,300,3,15,simple,972,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,1.25,NA,60,300,3,15
Urochloa panicoides var. panicoides,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,20,250,3,18,simple,850.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00212,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/ePIC,NA,1,2.12,20,250,3,18
Urochloa panicoides var. pubescens,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,20,250,3,18,simple,850.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00212,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,1,2.12,20,250,3,18
Urochloa piligera,Cosmopolitan,Tussock,NA,NA,Therophyte,0.6,vegetative,C4,40,150,3,11,simple,399,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,NA,NA,40,150,NA,11
Urochloa polyphylla,Australia,Tussock,NA,NA,Therophyte,0.6,vegetative,C4,20,80,3,7,simple,150,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,0.6,NA,20,80,3,7
Urochloa praetervisa,Australia,Tussock,NA,NA,Therophyte,0.6,vegetative,C4,400,1700,4,13,simple,5355,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.0014,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,Clonal above ground,NA,1.4,400,1700,NA,13
Urochloa pubigera,Cosmopolitan,Tussock,NA,NA,Therophyte,0.6,not_vegetative,C4,30,180,4,16,simple,630,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,0.6,NA,30,180,4,16
Urochloa ramosa,Cosmopolitan,Tussock,NA,NA,Therophyte,0.7,not_vegetative,C4,20,250,4,14,simple,729,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.0024,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,0.7,2.4,20,250,4,14
Urochloa reptans,Cosmopolitan,Tussock,NA,NA,Therophyte,0.6,vegetative,C4,15,80,3,15,simple,256.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,6.1e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,Clonal above ground,NA,0.61,NA,NA,NA,NA
Urochloa subquadripara,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,2,vegetative,C4,20,200,4,10,simple,462,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,9.16e-4,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,Clonal above ground,2,NA,20,200,4,10
Urochloa whiteana,Queensland,Tussock,NA,NA,Therophyte,0.5,not_vegetative,C4,40,150,2.5,5,simple,213.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Vacoparis laxiflorum,Cosmopolitan,Tussock,NA,NA,Therophyte,2,not_vegetative,NA,NA,NA,3,16,simple,NA,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,3,NA,NA,NA,Wind,NA,AusGrass/APNI,NA,2,NA,NA,NA,3,16
Whiteochloa airoides,Australia,Tussock,NA,NA,Hemicryophyte,1.1,not_vegetative,C4,100,240,1.5,5.5,simple,357,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.75,2.25,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Whiteochloa semitonsa,Australia,Tussock,NA,NA,Therophyte,0.6,not_vegetative,C4,60,230,3,5,simple,348,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.5,1.75,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,230,NA,5
Xerochloa imberbis,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.75,vegetative,C4,60,250,0.8,4,simple,223.2,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,gynomonoecious,AusGrass/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,NA,NA,NA,NA,NA
Yakirra australiensis var. australiensis,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.3,not_vegetative,C4,30,100,0.5,4,simple,87.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Yakirra majuscula,Australia,Tussock,NA,NA,Therophyte,0.75,not_vegetative,C4,50,300,2,7,simple,472.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,0.75,NA,50,300,2,7
Yakirra muelleri,Australia,Tussock,NA,NA,Therophyte,0.3,not_vegetative,C4,20,120,1,5,simple,126,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Yakirra pauciflora,Australia,Tussock,NA,NA,Therophyte,0.75,not_vegetative,C4,40,200,1.5,5,simple,234,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Zea mexicana,Cosmopolitan,Tussock,NA,NA,Therophyte,4,not_vegetative,C4,600,1200,50,80,simple,35100,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.0431,Wind,monoecious,AusGrass/Watson & Dallwitz 1992/APNI/ePIC,NA,4,43.1,600,1200,50,80
Zoysia matrella,Cosmopolitan,Tussock,Short Basal,NA,Hemicryophyte,0.25,vegetative,C4,20,100,1,3,simple,72,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,6.9e-4,Wind,hermaphrodite,GrassBase/Watson & Dallwitz 1992/APNI/ePIC,Clonal below ground Clonal above ground,0.25,NA,20,100,1,3
